description,id,labels,type,value,summary
,domain-name--b9d407be-386c-491f-a014-d7e569e36b0f,,domain-name,ydbao11.cyou,"The object contains a domain name record with the following information:

The domain name is 'ydbao11.cyou'. It appears to be a top-level domain (TLD) suffix used for Chinese websites. The TLD '.cyou' is not as commonly used as other popular TLDs such as '.com', '.net', or '.org', but it is still recognized and supported by many web browsers and servers.

It is worth noting that the object also contains some metadata fields, including 'description', 'labels', and 'type'. However, these fields are currently empty (i.e. contain null values) and do not provide any additional information about the domain name record."
,domain-name--4be3e805-35e7-4594-9800-b0c49213fba9,,domain-name,youdaooosssj.top,"The object contains a domain name with the following characteristics:

* The domain name is 'youdaooosssj.top'.
* It belongs to a specific category, indicated by its type as 'domain-name'.

Please note that there is limited information available about this domain name."
,domain-name--068a1473-0804-4fdd-a129-fb653546fb11,,domain-name,qishuiyinyque-vip.top,"The object contains a domain name entity with the following attributes:

* Description: Not available
* Labels: Not available
* Type: Domain Name
* Value: qishuiyinyque-vip.top"
,domain-name--8c89aca0-1006-437c-961f-bb76501db6cc,,domain-name,i4toolsuuoxk.top,"The object contains a domain name with the identifier 'domain-name--8c89aca0-1006-437c-961f-bb76501db6cc'. The domain name itself is i4toolsuuoxk.top. There is no additional information provided about this domain name, as indicated by the presence of NaN (Not a Number) values in the 'description', 'labels', and other metadata fields."
,domain-name--66ce5323-8a57-4e12-bf78-7d25688058da,,domain-name,i4toolscacsm.top,The object contains a domain name record. The value of this record is 'i4toolscacsm.top'.
,domain-name--c118cf76-0e7b-48ce-b63a-54585aa25861,,domain-name,youdaxxyzr.top,"The object contains a domain name object with the following details:

* The domain name is 'youdaxxyzr.top'.
* It belongs to a specific type of object.
* However, some additional metadata such as description and labels are missing."
,domain-name--144a4b24-6b17-4888-b8c1-0033017a9553,,domain-name,i4toolscaczu.top,"The object contains a domain name with the value ""i4toolscaczu.top"". It is categorized as a type of domain name."
,domain-name--2fd203a6-2b37-4ed4-b018-e13611a16e67,,domain-name,youdaxxyzy.top,"The object contains a domain name entry with the following details:

* The domain name is ""youdaxxyzy.top"".
* The type of entity is a domain name.
* No additional metadata or labels are available."
,domain-name--e5ae3e42-b6fc-425b-994d-fa8b34e4e9aa,,domain-name,xiazaizhadia31.cyou,"The object contains a domain name with the following characteristics:

* The domain name itself is 'xiazaizhadia31.cyou'.
* This appears to be a valid internet domain name.
* The domain extension '.cyou' suggests that it is registered through a Chinese registry, as '.cyou' is a top-level domain for China.
* The domain does not appear to have any additional labels or descriptions attached to it."
,domain-name--5dbeb5c9-6732-4541-af51-0278c066b275,,domain-name,guwaanzh1.cyou,"The object contains a domain name entity with the following characteristics:

* The value of the entity is ""guwaanzh1.cyou"".
* The type of the entity is ""domain-name"".
* The labels associated with this domain name are not provided.
* No additional information or metadata is available for this entity."
,domain-name--dae3e4d3-324c-40ba-a3ac-7b54824e8eab,,domain-name,xiazaizhadia11.cyou,"The object contains a domain name entity with the following characteristics:

It has a unique identifier associated with it, but unfortunately, this information is not provided.

The domain name itself is 'xiazaizhadia11.cyou'."
,domain-name--9018d4d5-f2f7-41d1-956d-a5ae1f7d82c0,,domain-name,anydesk-www.cyou,"The object contains a domain name entity with the following characteristics:

It has an unknown description.
Its type is classified as a domain name.
The label information associated with it cannot be determined due to missing data.
The value of this entity appears to represent anyDesk, indicating that it might be related to their website.

However, there seems to be an inconsistency in the provided data. The 'value' field contains 'anydesk-www.cyou', but if we break down 'cyou', it seems to be a Chinese top-level domain (.cyou) rather than the English top-level domain (.com)."
,domain-name--7e6ea6c0-d620-4438-aaf6-3238cc1a62da,,domain-name,i4.llllxiazai-web.vip,"The object contains a domain name record with the following information:

The domain name is 'i4.llllxiazai-web.vip'. It belongs to the category of 'domain-name' type. The label for this domain name includes various characters, indicating that it may be an internationalized domain name (IDN)."
"Domain registered on March 31, 2025, associated with Nerfwall, an alias linked to Candiru.",domain-name--1d3a5e10-1cce-43bd-abd6-eb25dffab60a,,domain-name,integrity-labs.ltd,"The object contains information about a registered domain name. 

The domain is associated with Nerfwall, an alias linked to Candiru. 

This information suggests that the registration of the domain 'integrity-labs.ltd' may have been related to or influenced by these entities."
Official Uzbekistan government domain used for Candiru spyware C2 communications.,domain-name--0f036d84-82c0-4c81-a35b-bb3f759856e9,,domain-name,itt.uz,"The object contains information about a domain name that is associated with Candiru spyware C2 communications. Specifically, the domain name itt.uz is an official Uzbekistan government domain that has been identified as being used for this purpose. This suggests that the Uzbekistan government may be involved in the development or deployment of Candiru, potentially as part of a broader effort to gather intelligence or conduct cyber operations. The fact that this domain name is being tracked and reported on by a security or threat intelligence organization implies that there are concerns about the potential risks or implications of Candiru's activities."
,domain-name--19205055-26cc-4ef1-912d-2167e9861ccc,,domain-name,forum.techtg.com,"The object contains a single data entry of type domain-name. The value associated with this type is forum.techtg.com, which appears to be a website or online forum."
,domain-name--bfb27d22-a172-4495-b34f-5cf9cb657567,,domain-name,forum.technoforts.com,"The object contains a domain name entry with the following details:

* The domain name is 'forum.technoforts.com'.
* This appears to be a website or online forum associated with the organization TechnoForts.
* No additional information is provided about the purpose or content of this particular domain name."
,domain-name--7bcb9a72-a8a9-46f2-88e4-f56739208495,,domain-name,api.technology-system.com,"The object contains a domain name record with the following details:

* The type of the record is 'domain-name'.
* The value of the domain name is 'api.technology-system.com'."
,domain-name--2fbed982-91bf-4b3d-b3a4-777d6214bfed,,domain-name,api.healthylifefeed.com,"The object contains a domain name entity with the following characteristics:

* The domain name is unique, identified by its specific 'id' which consists of a combination of letters and numbers.
* It has a descriptive value 'api.healthylifefeed.com', which suggests that it may be related to an API or web service provided by the healthylife feed organization.
* There are no labels or metadata associated with this domain name, suggesting that it is not categorized under any specific industry or type.
* The object's description is currently undefined, possibly due to missing information."
,domain-name--0232b8d5-4776-4337-9cbb-61d7b8be272b,,domain-name,api.softmatictech.com,"The object contains a domain name entry with the following characteristics:

* The domain name is 'api.softmatictech.com'.
* It belongs to the type of domain name.
* No additional information about its labels or description is available."
